threshold,clean_alerts_per_1000_vectors,phase1_affected_detection_rate,phase1_control_detection_rate,phase2_price_deviation_strict_recall,phase2_price_spike_strict_recall,phase2_stale_recall,phase4_implausible_price_strict_recall
1.0,0.009852753675308044,0.7397260273972602,0.6862606232294618,0.6441860465116279,0.9883040935672515,0.3238831615120275,0.85949177877429
1.5,0.009544855122954669,0.6596417281348789,0.613314447592068,0.6139534883720931,0.9766081871345029,0.19759450171821305,0.8325859491778774
2.0,0.009236956570601291,0.59536354056902,0.5509915014164306,0.5930232558139535,0.9629629629629629,0.15034364261168384,0.8071748878923767
3.0,0.00769746380883441,0.48893572181243417,0.45538243626062325,0.5511627906976744,0.9454191033138402,0.09707903780068729,0.750373692077728
3.5,0.00769746380883441,0.45100105374077976,0.4192634560906516,0.513953488372093,0.9278752436647173,0.08333333333333333,0.726457399103139
4.0,0.00769746380883441,0.41938883034773444,0.3831444759206799,0.4906976744186046,0.9103313840155945,0.06872852233676977,0.70254110612855
4.5,0.00769746380883441,0.37829293993677554,0.34631728045325777,0.48372093023255813,0.8966861598440545,0.061855670103092786,0.6636771300448431
5.0,0.007081666704127658,0.34773445732349845,0.3073654390934844,0.44883720930232557,0.8732943469785575,0.0506872852233677,0.6397608370702541
6.0,0.005850072494714152,0.30979978925184404,0.23087818696883852,0.3209302325581395,0.8265107212475633,0.03006872852233677,0.5127055306427504
7.0,0.005850072494714152,0.26765015806111697,0.16855524079320114,0.2744186046511628,0.7641325536062378,0.022336769759450172,0.47384155455904337
8.0,0.005850072494714152,0.23814541622760801,0.12252124645892351,0.24651162790697675,0.7348927875243665,0.015463917525773196,0.4319880418535127
9.0,0.005850072494714152,0.220231822971549,0.09277620396600567,0.23255813953488372,0.6764132553606238,0.007731958762886598,0.3991031390134529
10.0,0.005850072494714152,0.20758693361433087,0.07436260623229461,0.21395348837209302,0.6257309941520468,0.003436426116838488,0.36472346786248133
12.0,0.005850072494714152,0.1917808219178082,0.051699716713881017,0.18372093023255814,0.530214424951267,0.001718213058419244,0.29895366218236175
15.0,0.004926376837654022,0.15384615384615385,0.036827195467422094,0.15813953488372093,0.37816764132553604,0.0,0.23467862481315396
20.0,0.0027710869711803877,0.0410958904109589,0.019121813031161474,0.11395348837209303,0.23586744639376217,0.0,0.06278026905829596
