threshold,clean_alerts_per_1000_vectors,phase1_affected_detection_rate,phase1_control_detection_rate,phase2_price_deviation_strict_recall,phase2_price_spike_strict_recall,phase2_stale_recall,phase4_implausible_price_strict_recall
1.0,0.0073894241945142766,0.6621052631578948,0.5970464135021097,0.35108958837772397,0.5697211155378487,0.1452318460192476,0.1308139534883721
1.5,0.0067736388449714195,0.58,0.5021097046413502,0.3389830508474576,0.549800796812749,0.09011373578302712,0.0
2.0,0.0067736388449714195,0.49157894736842106,0.42616033755274263,0.3220338983050847,0.545816733067729,0.07436570428696412,0.0
3.0,0.0058499608206571355,0.39473684210526316,0.3340365682137834,0.3075060532687651,0.5318725099601593,0.05336832895888014,0.0
3.5,0.0058499608206571355,0.35157894736842105,0.29254571026722925,0.3050847457627119,0.5278884462151394,0.04636920384951881,0.0
4.0,0.004618390121571423,0.32526315789473687,0.2651195499296765,0.29539951573849876,0.5239043824701195,0.03762029746281715,0.0
4.5,0.004618390121571423,0.29157894736842105,0.22925457102672292,0.28329297820823246,0.5219123505976095,0.03062117235345582,0.0
5.0,0.004618390121571423,0.2736842105263158,0.1940928270042194,0.2784503631961259,0.5199203187250996,0.02712160979877515,0.0
6.0,0.0043104974467999945,0.24,0.13853727144866385,0.2566585956416465,0.5039840637450199,0.016622922134733157,0.0
7.0,0.004002604772028566,0.21157894736842106,0.09563994374120956,0.2179176755447942,0.48406374501992033,0.011373578302712161,0.0
8.0,0.004002604772028566,0.19473684210526315,0.07454289732770746,0.17433414043583534,0.44621513944223107,0.00699912510936133,0.0
9.0,0.004002604772028566,0.1863157894736842,0.05977496483825598,0.16464891041162227,0.42828685258964144,0.005249343832020997,0.0
10.0,0.004002604772028566,0.18105263157894738,0.051336146272855133,0.1549636803874092,0.4043824701195219,0.003499562554680665,0.0
12.0,0.0036947120972571383,0.17473684210526316,0.0379746835443038,0.14043583535108958,0.35258964143426297,0.0,0.0
15.0,0.0036947120972571383,0.10736842105263159,0.02531645569620253,0.1162227602905569,0.29282868525896416,0.0,0.0
20.0,0.0036947120972571383,0.016842105263157894,0.01617440225035162,0.08232445520581114,0.22310756972111553,0.0,0.0
